id_candidato,edad,experiencia_anios,salario_esperado,ciudad,seniority,educacion,fecha_postulacion,score_tecnico,remoto,fuente
C0282,32,3,1320000.0,Córdoba,Semi Senior,Terciaria,22/07/2026,58,No,Universidad
C0283,35,5,1600000.0,Buenos Aires,Senior,Universitaria,2026-07-31,71,Sí,Referido
C0284,40,9,2070000.0,Córdoba,Lead,Universitaria,2026-05-06,77,Sí,Referido
C0285,34,5,1470000.0,Buenos Aires,Senior,Terciaria,2026-06-06,100,No,LinkedIn
C0286,31,5,1510000.0,Córdoba,Senior,Universitaria,2026-06-18,51,Sí,Portal empleo
C0287,30,0,1100000.0,Buenos Aires,Junior,Autodidacta,2026-02-11,88,Sí,Portal empleo
C0288,42,7,1860000.0,buenos aires,Senior,Universitaria,,86,Sí,Referido
C0289,33,7,1430000.0,Córdoba,Senior,Universitaria,2026-07-12,61,Sí,Portal empleo
C0290,34,11,1910000.0,Buenos Aires,Lead,Bootcamp,2026-01-31,75,Sí,Portal empleo
C0291,35,,1260000.0,Córdoba,Semi Senior,Universitaria,07/06/2026,66,Sí,Portal empleo
C0292,32,5,1740000.0,Córdoba,Senior,Terciaria,2026-04-22,75,Sí,LinkedIn
C0293,23,5,1740000.0,Mendoza,Senior,Bootcamp,2026-05-26,93,Sí,Universidad
C0294,40,10,2140000.0,Buenos Aires,Lead,Autodidacta,2026-05-02,80,Sí,Referido
C0295,29,4,1180000.0,Córdoba,Semi Senior,Bootcamp,2026-01-17,79,Sí,LinkedIn
C0296,32,5,1700000.0,Buenos Aires,Senior,Terciaria,2026-02-07,66,No,LinkedIn
C0297,34,6,1660000.0,Rosario,Senior,Terciaria,2026-05-22,51,Sí,Referido
C0298,33,5,1280000.0,Córdoba,Senior,Autodidacta,2026-08-03,69,Sí,Universidad
C0299,33,3,$1.170.000,Buenos Aires,Semi Senior,Universitaria,2026-08-05,89,No,Referido
C0300,30,5,1510000.0,Córdoba,Senior,Universitaria,2026-07-26,51,No,Portal empleo
C0301,37,8,2240000.0,Córdoba,Líder,Universitaria,,57,Sí,LinkedIn
C0302,27,1,1100000.0,Buenos Aires,Junior,Universitaria,2026-07-03,74,Sí,Referido
C0303,35,5,1710000.0,Buenos Aires,Senior,Terciaria,2026-01-22,58,No,Bootcamp
C0304,31,2,1160000.0,Buenos Aires,Semi Senior,Terciaria,2026-07-14,61,No,Universidad
C0305,31,8,2400000.0,Rosario,Lead,Terciaria,2026-02-25,66,No,LinkedIn
C0306,31,0,890000.0,Salta,Junior,Universitaria,29-04-2026,53,No,Referido
C0307,28,3,1250000.0,Buenos Aires,Semi Senior,Bootcamp,2026-05-27,58,Sí,LinkedIn
C0308,36,6,1750000.0,Córdoba,Senior,Universitaria,2026-02-26,82,Sí,Referido
C0309,38,10,,Mendoza,Lead,Terciaria,2026-06-21,54,Sí,Universidad
C0310,38,4,1060000.0,Córdoba,SSr,Terciaria,2026-08-14,50,Sí,Universidad
C0311,29,3,1260000,Buenos Aires,Semi Senior,Universitaria,2026-02-04,63,Sí,LinkedIn
C0312,37,11,2000000.0,Córdoba,Lead,Universitaria,2026/04/24,82,Sí,Bootcamp
C0313,27,0,900000.0,Córdoba,Junior,Universitaria,2026-05-05,69,Sí,Portal empleo
C0314,26,0,770000.0,Salta,Junior,Bootcamp,2026-05-09,65,No,Referido
C0315,36,6,1580000.0,Mendoza,Senior,Autodidacta,2026-02-21,73,Sí,Referido
C0316,24,3,1.160.000,Rosario,Semi Senior,Terciaria,2026-03-26,48,Sí,Portal empleo
C0317,24,1,930000.0,Buenos Aires,Junior,Universitaria,2026-08-09,79,Sí,Portal empleo
C0318,30,7,1800000.0,Córdoba,Senior,Universitaria,2026-07-17,77,Sí,Referido
C0319,36,5,$1.440.000,Córdoba,Senior,Bootcamp,2026-06-14,66,No,Referido
C0320,37,3,1210000.0, Córdoba ,Semi Senior,Bootcamp,06-03-2026,86,No,LinkedIn
C0321,27,0,790000.0,Buenos Aires,Junior,Universitaria,2026-06-28,56,No,Universidad
C0322,33,7,1440000.0,Rosario,Senior,Universitaria,2026-05-09,88,Sí,Portal empleo
C0323,34,7,1610000.0,Rosario,,Bootcamp,2026-08-07,74,Sí,LinkedIn
C0324,36,4,1160000.0,Córdoba,Semi Senior,Universitaria,2026-01-21,67,Sí,Universidad
C0325,33,10,2730000.0,Salta,,Universitaria,2026-06-30,72,Sí,Bootcamp
C0326,29,1,890000.0,Rosario,Junior,Universitaria,2026-01-16,70,No,Bootcamp
C0327,31,0,730.000,Buenos Aires,Junior,Terciaria,2026-05-03,89,No,Referido
C0328,31,2,1130000.0,Buenos Aires,semisenior,Bootcamp,2026-03-02,57,No,LinkedIn
C0329,32,4,1320000.0,Buenos Aires,SSr,Autodidacta,2026-02-23,61,Sí,Referido
C0330,36,5,1990000.0,Córdoba,Senior,Terciaria,2026-06-17,87,No,LinkedIn
C0331,20,4,1010000.0,Buenos Aires,Semi Senior,Terciaria,2026-01-26,64,Sí,Bootcamp
C0332,36,6,1340000.0,Rosario,Senior,Universitaria,2026-03-21,85,No,LinkedIn
C0333,24,0,1010000.0,Córdoba,,Terciaria,2026-08-08,96,Sí,LinkedIn
C0334,29,9,2290000.0,Córdoba,Lead,Universitaria,2026-03-06,66,Sí,Referido
C0335,33,4,1100000.0,Córdoba,Semi Senior,Terciaria,2026-04-10,82,Sí,Referido
C0336,40,8,2320000.0,Córdoba,Lead,Universitaria,2026-03-15,56,No,Universidad
C0337,32,6,1220000.0,Mendoza,Senior,Universitaria,2026-07-11,83,Sí,Referido
C0338,37,6,1650000.0,rosario,Senior,Universitaria,2026-06-20,75,Sí,LinkedIn
C0339,39,6,1700000.0,Buenos Aires,Senior,Universitaria,17-01-2026,79,No,LinkedIn
C0340,,6,1800000.0,Córdoba,Senior,Universitaria,2026-05-01,63,Sí,Referido
C0341,41,7,1480000,BUENOS AIRES,Senior,Universitaria,2026-07-06,49,Sí,LinkedIn
C0342,39,9,$ 2.220.000,Buenos Aires,Lead,Autodidacta,2026-01-23,79,Sí,Portal empleo
C0343,32,5,,Córdoba,Senior,Universitaria,2026-05-15,43,Sí,Portal empleo
C0344,28,7,1690000.0,Buenos Aires,senior,Terciaria,2026-06-21,68,No,Portal empleo
C0345,,4,1090000.0,Bs As,Semi Senior,Bootcamp,2026-06-30,85,No,Bootcamp
C0346,33,9,,Buenos Aires,Lead,Autodidacta,2026-03-12,75,Sí,Bootcamp
C0347,38,25,1080000.0,Buenos Aires,Semi Senior,Terciaria,2026-04-18,99,No,Bootcamp
C0348,36,10,2340000.0,Córdoba,Lead,Bootcamp,2026-03-20,86,Sí,LinkedIn
C0349,31,4,1300000.0,,Semi Senior,Universitaria,2026-06-11,63,Sí,LinkedIn
C0350,29,0,830000.0,Buenos Aires,Junior,Universitaria,2026-02-15,72,Sí,LinkedIn
C0351,32,5,1.660.000,Buenos Aires,Senior,Universitaria,2026-07-15,,Sí,Universidad
C0352,36,2,1030000.0,Mendoza,Semi Senior,Terciaria,,50,Sí,Bootcamp
C0353,32,,1600000.0,Rosario,Senior,Bootcamp,2026-03-19,59,No,Universidad
C0354,30,2,1190000.0,Córdoba,Semi Senior,Universitaria,2026-01-16,64,No,LinkedIn
C0355,27,3,1510000.0,Córdoba,Semi Senior,Universitaria,2026-03-12,43,Sí,Bootcamp
C0356,22,0,$ 760.000,Rosario,Junior,Terciaria,2026-04-06,73,Sí,Referido
C0357,28,3,1380000.0,Córdoba,Semi Senior,Universitaria,2026-05-27,69,No,LinkedIn
C0358,27,0,930000.0,Bs As,Junior,Terciaria,2026-01-02,49,No,Referido
C0359,-4,0,,Salta,Junior,Bootcamp,2026-01-10,78,No,LinkedIn
C0360,31,7,1940000.0,Buenos Aires,Senior,Bootcamp,2026-06-27,,Sí,Portal empleo
C0361,,7,1710000.0,Buenos Aires,Senior,Bootcamp,2026-05-05,75,No,LinkedIn
C0362,33,6,1710000.0,Rosario,Senior,Bootcamp,2026-03-22,67,Sí,Referido
C0363,22,1,850000.0,Buenos Aires,Junior,Terciaria,2026-05-20,80,Sí,Portal empleo
C0364,34,4,1350000.0,Buenos Aires,Semi Senior,Bootcamp,2026-03-11,82,Sí,Universidad
C0365,31,4,1330000.0,Salta,Semi Senior,Terciaria,2026-05-30,76,Sí,Portal empleo
C0366,22,1,800000.0,Buenos Aires,Junior,Universitaria,2026-02-01,60,Sí,Referido
C0367,35,9,$1.910.000,Salta,Lead,Universitaria,15/04/2026,76,Sí,Universidad
C0368,31,7,1620000.0,Mendoza,Senior,Universitaria,2026-03-25,89,Sí,Bootcamp
C0369,32,4,1100000.0,CORDOBA,Semi Senior,Universitaria,2026-05-09,64,No,LinkedIn
C0370,37,5,1640000.0,Córdoba,Senior,Terciaria,2026-07-01,,Sí,Portal empleo
C0371,24,5,,Córdoba,Senior,Bootcamp,2026-02-27,65,Sí,LinkedIn
C0372,27,0,810000.0,Córdoba,JR,Universitaria,17-07-2026,72,Sí,LinkedIn
C0373,30,,1190000.0,Córdoba,Semi Senior,Universitaria,2026-07-30,63,No,Portal empleo
C0374,32,2,1210000.0,Rosario,semisenior,Autodidacta,2026-05-26,75,Sí,Universidad
C0375,29,1,920000.0, Córdoba ,junior,Universitaria,2026-05-14,48,Sí,LinkedIn
C0376,28,4,930000.0,Córdoba,Semi Senior,Universitaria,14/02/2026,64,Sí,Universidad
C0377,36,10,2070000.0,Mendoza,Lead,Terciaria,2026-04-07,57,No,Universidad
C0378,31,7,1680000.0,Córdoba,Senior,Terciaria,2026-01-23,74,No,Bootcamp
C0379,34,3,1340000.0,MENDOZA,Semi Senior,Universitaria,2026-01-23,86,Sí,LinkedIn
C0380,33,6,1570000.0,Córdoba,Senior,Universitaria,2026-06-03,81,Sí,Bootcamp
C0381,44,9,1790000.0,Córdoba,Lead,Universitaria,2026-07-24,39,No,LinkedIn
C0382,34,7,1750000.0,Rosario,Senior,Terciaria,2026-05-15,100,Sí,Portal empleo
C0383,29,5,1550000.0,Buenos Aires,Senior,Terciaria,2026-03-20,76,Sí,LinkedIn
C0384,23,-3,1060000.0,Mendoza,Semi Senior,Universitaria,2026-02-13,61,Sí,LinkedIn
C0385,27,7,1550000.0,Rosario,Senior,Terciaria,2026-01-27,74,Sí,Portal empleo
C0386,27,6,1.620.000,Mendoza,senior,Bootcamp,2026-01-26,74,Sí,Referido
C0387,35,7,1550000.0,Córdoba,Senior,Universitaria,2026-04-07,63,Sí,LinkedIn
C0388,36,7,1290000.0,Córdoba,Senior,Terciaria,2026-07-26,75,No,LinkedIn
C0389,29,8,2400000.0,Rosario,lead,Bootcamp,2026-02-05,63,No,Portal empleo
C0390,34,3,1350000.0,Mendoza,Semi Senior,Universitaria,,66,Sí,LinkedIn
C0391,34,9,2340000.0,Salta,Lead,Universitaria,2026-02-24,62,No,Universidad
C0392,33,5,1460000.0,Buenos Aires,Senior,Terciaria,2026-07-11,52,Sí,LinkedIn
C0393,44,11,2160000.0,Buenos Aires,Lead,Bootcamp,2026-08-07,74,Sí,LinkedIn
C0394,33,2,1200000.0,Rosario,Semi Senior,Bootcamp,2026-07-04,80,Sí,Referido
C0395,36,10,2330000.0,Buenos Aires,Lead,Terciaria,2026-03-10,79,No,Referido
C0396,28,5,1760000.0,Salta,Senior,Bootcamp,2026-03-02,83,No,Referido
C0397,20,2,1110000.0,Mendoza,Semi Senior,Universitaria,2026/05/10,77,Sí,LinkedIn
C0398,27,3,1210000.0,Buenos Aires,Semi Senior,Terciaria,24/02/2026,65,No,Bootcamp
C0399,29,,1250000,Rosario,,Universitaria,2026-05-02,84,Sí,Portal empleo
C0400,29,6,1890000.0,Rosario,Senior,Universitaria,2026-04-07,53,No,LinkedIn
C0401,32,6,1770000.0,Córdoba,Senior,Bootcamp,2026-03-21,59,No,Referido
C0402,120,3,1290000,Mendoza,SSr,Terciaria,2026-03-28,59,No,Universidad
C0403,30,4,1210000.0,Buenos Aires,Semi Senior,Universitaria,2026-02-07,87,Sí,LinkedIn
C0404,35,11,2510000.0,Mendoza,Lead,Autodidacta,2026-04-29,85,Sí,LinkedIn
C0405,38,10,2290000.0,Córdoba,Lead,Universitaria,2026-07-27,79,Sí,Universidad
C0406,35,6,1510000.0,Mendoza,Senior,Universitaria,2026-03-19,87,Sí,Portal empleo
C0407,28,5,1880000,Buenos Aires,Senior,Universitaria,2026-06-06,60,Sí,Portal empleo
C0408,38,5,1770000.0,Cordoba,Senior,Bootcamp,2026-06-03,77,Sí,LinkedIn
C0409,33,6,1580000.0,Mendoza,Senior,Bootcamp,2026-02-04,70,Sí,LinkedIn
C0410,,1,810000.0,Córdoba,Junior,Universitaria,2026-03-20,84,Sí,Portal empleo
C0411,34,4,1240000.0,Córdoba,Semi Senior,Terciaria,2026-03-08,70,Sí,LinkedIn
C0412,28,0,890000.0,Salta,Junior,Universitaria,2026-03-28,67,Sí,Referido
C0413,37,6,1680000.0,Salta,Senior,Bootcamp,06/06/2026,80,No,Portal empleo
C0414,35,7,1700000.0,Buenos Aires,Senior,Universitaria,2026-02-03,84,Sí,LinkedIn
C0415,28,3,1400000.0,Buenos Aires,Semi Senior,Universitaria,07-04-2026,63,Sí,Bootcamp
C0416,38,10,2440000,Buenos Aires,Lead,Autodidacta,2026-06-18,71,No,Universidad
C0417,,1,870000.0,Córdoba,Junior,Universitaria,18/06/2026,57,Sí,Portal empleo
C0418,27,0,930000.0,Córdoba,Junior,Universitaria,2026-05-31,37,Sí,LinkedIn
C0419,32,5,1480000.0,Rosario,Senior,Terciaria,2026-03-12,75,Sí,LinkedIn
C0420,34,8,2290000.0,Rosario,Lead,Autodidacta,2026-01-03,81,Sí,Referido
C0421,36,10,2600000.0,MENDOZA,Lead,Universitaria,2026-02-27,76,No,LinkedIn
C0422,22,3,1170000.0,Rosario,Semi Senior,Universitaria,2026-02-01,45,Sí,Bootcamp
C0423,33,8,2010000.0,Córdoba,Lead,Universitaria,2026-01-31,67,Sí,LinkedIn
C0424,31,4,1120000.0,Buenos Aires,Semi Senior,Terciaria,2026/03/23,41,Sí,Referido
C0425,32,4,1070000.0,Córdoba,Semi Senior,Universitaria,2026-02-12,91,Sí,Referido
C0426,30,7,1520000.0,Buenos Aires,Senior,Terciaria,2026-05-15,57,No,Portal empleo
C0427,39,7,1590000.0,BUENOS AIRES,Senior,Autodidacta,2026-04-15,90,Sí,LinkedIn
C0428,24,0,730000.0,Mendoza,Junior,Universitaria,2026-01-01,85,Sí,Referido
C0429,40,9,2200000.0,Buenos Aires,Lead,Universitaria,2026-03-02,59,Sí,LinkedIn
C0430,38,9,2400000.0, Córdoba ,lead,Universitaria,2026-01-14,56,Sí,Universidad
C0431,26,2,1090000.0,Córdoba,semisenior,Universitaria,2026-06-29,77,Sí,LinkedIn
C0432,40,6,1900000.0,Rosario,Senior,Bootcamp,2026-08-12,60,No,Bootcamp
C0433,28,6,1730000.0,Buenos Aires,SR,Universitaria,2026-01-06,73,No,Universidad
C0434,36,5,1820000.0,Córdoba,Senior,Universitaria,2026-04-13,65,No,LinkedIn
C0435,34,3,$1.120.000,Córdoba,Semi Senior,Terciaria,2026-01-10,,No,Universidad
C0436,26,2,1300000.0,Rosario,Semi Senior,Universitaria,2026-03-12,41,No,LinkedIn
C0437,37,4,1070000.0,Córdoba,Semi Senior,Terciaria,2026-03-31,75,Sí,Bootcamp
C0438,34,8,2400000.0,,Lead,Universitaria,2026-08-14,64,No,Referido
C0439,34,6,1680000.0, Rosario ,,Bootcamp,2026-06-07,64,No,LinkedIn
C0440,31,3,1270000.0,cordoba,Semi Senior,Autodidacta,2026/05/29,82,No,Referido
C0441,33,7,,Córdoba,Senior,Terciaria,2026-05-06,88,Sí,LinkedIn
C0442,30,0,770000.0,SALTA,Junior,Autodidacta,2026-07-07,68,Sí,Bootcamp
C0443,38,8,2330000.0,Buenos Aires,Lead,Universitaria,2026-07-28,67,No,LinkedIn
C0444,20,0,770000.0,,Junior,Universitaria,2026-04-07,79,No,Portal empleo
C0445,35,3,1260000.0,MENDOZA,Semi Senior,Terciaria,2026-03-15,53,No,Referido
C0446,21,1,730000.0,Salta,Junior,Terciaria,2026-04-25,75,Sí,Bootcamp
C0447,31,0,920000.0,,Junior,Universitaria,2026-07-10,80,Sí,LinkedIn
C0448,40,8,1930000.0,Rosario,Lead,Universitaria,2026-06-19,82,Sí,Portal empleo
C0449,26,3,1270000.0,Buenos Aires,Semi Senior,Universitaria,2026-02-20,45,No,Referido
C0450,31,6,1750000,cordoba,Senior,Universitaria,2026-07-11,61,Sí,Portal empleo
C0451,27,4,1120000.0,Rosario,Semi Senior,Universitaria,2026-07-23,60,Sí,LinkedIn
C0452,32,6,1750000.0,Buenos Aires,Senior,Bootcamp,2026-02-25,73,No,LinkedIn
C0453,31,5,1690000.0,,Senior,Universitaria,2026-07-27,79,Sí,LinkedIn
C0454,30,0,800000.0,Mendoza,Junior,Universitaria,2026-02-10,93,No,Portal empleo
C0455,40,8,$1.980.000,Córdoba,Lead,Terciaria,2026-02-01,65,Sí,LinkedIn
C0456,36,3,960000.0,Buenos Aires,Semi Senior,Terciaria,2026-01-15,65,No,Portal empleo
C0457,25,0,880000.0,Córdoba,Junior,Bootcamp,2026-03-03,88,Sí,LinkedIn
C0458,29,3,1010000.0,Buenos Aires,Semi Senior,Terciaria,2026-06-04,76,No,Universidad
C0459,29,9,2220000.0,Córdoba,Lead,Universitaria,2026-01-28,90,No,Bootcamp
C0460,31,7,1610000.0,Córdoba,Senior,Bootcamp,2026-07-28,,Sí,Referido
C0461,34,3,1280000.0,Córdoba,Semi Senior,Terciaria,2026-03-05,56,Sí,Referido
C0462,36,3,1160000.0,Rosario,Semi Senior,Universitaria,2026/07/06,53,Sí,LinkedIn
C0463,25,3,1160000.0,Rosario,Semi Senior,Terciaria,2026-07-05,50,Sí,LinkedIn
C0464,36,11,2360000.0,Buenos Aires,Líder,Autodidacta,2026-05-10,81,No,LinkedIn
C0465,33,6,1710000.0,Salta,Senior,Universitaria,2026-05-07,89,Sí,Portal empleo
C0466,34,6,$1.700.000,Buenos Aires,Senior,Universitaria,2026-02-05,98,Sí,Portal empleo
C0467,32,8,2300000.0,CORDOBA,Lead,Universitaria,2026-04-24,84,Sí,Bootcamp
C0468,34,5,1400000.0,Mendoza,Senior,Universitaria,2026-07-18,88,No,Referido
C0469,29,4,$1.290.000,Córdoba,Semi Senior,Universitaria,2026-01-13,64,No,Portal empleo
C0470,31,4,1270000.0,Salta,Semi Senior,Terciaria,15-01-2026,56,Sí,Referido
C0471,33,4,1080000.0,Córdoba,semisenior,Universitaria,2026-03-30,84,Sí,Referido
C0472,31,4,1.170.000,Salta,Semi Senior,Autodidacta,2026-08-03,78,Sí,LinkedIn
C0473,32,7,1640000.0,Córdoba,Senior,Bootcamp,2026-07-07,74,Sí,Referido
C0474,32,5,1630000.0,Mendoza,Senior,Terciaria,2026-01-22,77,Sí,Referido
C0475,34,7,1710000.0,Buenos Aires,Senior,Bootcamp,2026-07-10,77,Sí,Portal empleo
C0476,30,4,1370000.0,Salta,Semi Senior,Universitaria,2026-08-06,90,Sí,Bootcamp
C0477,31,5,$ 1.830.000,Córdoba,Senior,Universitaria,2026-08-13,90,Sí,LinkedIn
C0478,33,0,740000.0,Buenos Aires,Junior,Terciaria,2026-07-22,80,Sí,LinkedIn
C0479,36,7,$1.750.000,Salta,Senior,Bootcamp,2026-03-15,84,Sí,Referido
C0480,32,6,1870000.0,,Senior,Bootcamp,2026-01-25,79,Sí,Portal empleo
C0481,38,8,2290000.0,Buenos Aires,Lead,Universitaria,2026-04-11,66,No,LinkedIn
C0482,26,0,940000.0,Rosario,Junior,Autodidacta,2026-06-25,83,No,Universidad
C0483,43,11,2640000.0,Buenos Aires,Lead,Universitaria,,52,Sí,Bootcamp
C0484,32,4,1320000.0,Buenos Aires,Semi Senior,Bootcamp,2026/04/27,87,Sí,Bootcamp
C0485,35,8,2250000.0,Buenos Aires,Lead,Autodidacta,2026-06-15,55,No,LinkedIn
C0486,30,1,940000,Mendoza,Junior,Universitaria,2026-02-10,76,No,Universidad
C0487,27,6,1670000,Córdoba,Senior,Bootcamp,2026-06-22,60,Sí,Portal empleo
C0488,23,1,850000.0,Córdoba,Junior,Universitaria,2026-03-29,80,Sí,Referido
C0489,25,3,$1.160.000,Salta,Semi Senior,Universitaria,2026-06-17,72,Sí,Portal empleo
C0490,39,11,2540000.0,Mendoza,Lead,Terciaria,2026-04-20,50,Sí,Universidad
C0491,38,4,1100000.0,Buenos Aires,Semi Senior,Terciaria,2026-04-30,78,Sí,Referido
C0492,41,5,1900000.0,Buenos Aires,Senior,Autodidacta,2026-04-07,64,Sí,Referido
C0493,37,7,$ 1.730.000,Córdoba,Senior,Terciaria,2026-05-25,84,No,Referido
C0494,35,6,1420000.0,CORDOBA,Sr,Terciaria,04-08-2026,72,Sí,Portal empleo
C0495,25,5,1710000.0,Buenos Aires,Senior,Bootcamp,2026-02-26,78,Sí,LinkedIn
C0496,31,,,Buenos Aires,Senior,Autodidacta,2026-05-10,59,Sí,Bootcamp
C0497,36,12,2340000.0,Buenos Aires,Lead,Universitaria,2026-04-06,64,Sí,Portal empleo
C0498,29,4,1310000.0,Córdoba,Semi Senior,Autodidacta,2026-05-01,66,Sí,Portal empleo
C0499,31,5,1550000.0,Salta,Senior,Universitaria,2026-03-03,84,Sí,LinkedIn
C0500,33,8,2230000.0,Salta,Lead,Bootcamp,,95,No,Portal empleo
C0501,27,8,2630000,,Lead,Universitaria,2026-05-17,61,Sí,LinkedIn
C0502,38,8,2090000.0,Buenos Aires,Lead,Universitaria,2026-03-09,87,No,LinkedIn
C0503,30,7,1480000.0,Córdoba,Senior,Universitaria,2026-03-22,42,No,Referido
C0504,29,1,980000.0,Mendoza,Junior,Terciaria,2026-01-17,55,Sí,Referido
C0505,45,10,2630000.0,Rosario,LEAD,Universitaria,2026-04-27,59,Sí,Portal empleo
C0506,24,1,850000.0,Córdoba,Junior,Universitaria,19/02/2026,53,Sí,LinkedIn
C0507,22,5,1820000.0,Salta,Senior,Terciaria,2026-04-22,50,No,Referido
C0508,28,2,1360000.0,Mendoza,SSr,Autodidacta,2026/04/04,78,No,LinkedIn
C0509,35,4,1110000.0,salta,Semi Senior,Universitaria,2026-06-17,69,No,Bootcamp
C0510,41,6,1570000.0,Rosario,Senior,Universitaria,2026-07-05,77,Sí,Portal empleo
C0511,28,6,1850000.0,Buenos Aires,Senior,Universitaria,2026-07-22,82,Sí,Portal empleo
C0512,35,6,1930000.0,Buenos Aires,Senior,Universitaria,26/03/2026,76,Sí,LinkedIn
C0513,,10,2320000.0,Salta,Lead,Bootcamp,2026-05-29,81,Sí,LinkedIn
C0514,33,6,1500000.0,Mendoza,Senior,Bootcamp,2026-05-26,71,Sí,Bootcamp
C0515,42,4,1440000.0,Córdoba,semisenior,Terciaria,2026-07-02,55,Sí,LinkedIn
C0516,29,8,2080000.0,Córdoba,Lead,Universitaria,2026-06-06,87,No,Referido
C0517,36,8,2130000.0,Buenos Aires,Lead,Bootcamp,2026-06-01,64,Sí,Portal empleo
C0518,30,1,880000.0,Mendoza,Junior,Terciaria,2026-03-15,59,Sí,LinkedIn
C0519,17,6,1910000.0,Salta,Senior,Bootcamp,2026-04-19,70,Sí,Universidad
C0520,34,7,1790000.0,Córdoba,Senior,Terciaria,2026-05-25,59,No,Portal empleo
C0521,32,4,1250000.0,Buenos Aires,Semi Senior,Bootcamp,2026-01-18,66,No,LinkedIn
C0522,34,9,2300000.0,buenos aires,Lead,Terciaria,2026-02-11,77,Sí,LinkedIn
C0523,32,4,1210000.0,Salta,Semi Senior,Universitaria,2026-07-31,77,Sí,LinkedIn
C0524,31,5,,Mendoza,Senior,Autodidacta,2026-04-11,59,Sí,Universidad
C0525,33,4,900000.0,Mendoza,Semi Senior,Terciaria,2026-02-14,65,No,Portal empleo
C0526,31,5,1600000.0,Buenos Aires,Senior,Terciaria,2026-03-23,87,Sí,LinkedIn
C0527,30,1,870000.0,Buenos Aires,,Universitaria,2026-01-17,79,Sí,LinkedIn
C0528,27,0,750000.0,Córdoba,Junior,Terciaria,2026-03-14,100,Sí,Portal empleo
C0529,42,10,2280000.0,Córdoba,Lead,Terciaria,2026-01-14,89,Sí,Portal empleo
C0530,29,2,1180000,Mendoza,Semi Senior,Universitaria,2026-06-26,88,No,Referido
C0531,21,1,1000000.0,Mendoza,Jr,Universitaria,2026-06-06,53,Sí,Referido
C0532,32,0,980000.0,Salta,Junior,Terciaria,2026-08-11,83,Sí,LinkedIn
C0533,25,2,1140000.0,Salta,Semi Senior,Bootcamp,2026-05-12,71,Sí,Portal empleo
C0534,24,0,,Buenos Aires,Junior,Terciaria,2026-03-23,64,Sí,Bootcamp
C0535,35,10,2180000.0,Rosario,Lead,Universitaria,2026-05-28,74,No,LinkedIn
C0536,40,8,2100000,Salta,Lead,Terciaria,2026-04-30,85,Sí,Portal empleo
C0537,20,2,1220000.0,Mendoza,Semi-Senior,Universitaria,2026-04-30,79,No,Referido
C0538,52,12,2030000.0,Córdoba,Lead,Universitaria,16-02-2026,60,No,Referido
C0539,39,,1950000.0,Buenos Aires,Lead,Universitaria,2026-04-17,82,Sí,LinkedIn
C0540,31,3,1270000.0,Córdoba,Semi Senior,Universitaria,2026-04-18,63,Sí,Universidad
C0541,27,0,900000.0,Salta,Junior,Universitaria,2026-01-09,75,Sí,Referido
C0542,40,12,2020000.0,Buenos Aires,Lead,Universitaria,,68,No,Portal empleo
C0543,29,0,930000.0,Córdoba,Junior,Universitaria,2026/03/20,69,Sí,LinkedIn
C0544,30,0,800000.0,Rosario,Junior,Universitaria,2026-06-04,83,Sí,LinkedIn
C0545,37,8,2260000.0,Buenos Aires,Lead,Terciaria,2026-01-15,57,Sí,LinkedIn
C0546,39,12,,Buenos Aires,Lead,Terciaria,2026-08-08,99,No,Portal empleo
C0547,35,9,2190000.0,Córdoba,Lead,Universitaria,,47,Sí,LinkedIn
C0548,32,6,1730000.0,Rosario,Senior,Bootcamp,2026-03-31,64,Sí,Portal empleo
C0549,32,6,1560000.0,Buenos Aires,Senior,Universitaria,2026-06-29,77,Sí,Referido
C0550,,7,1620000.0,Rosario,Senior,Terciaria,2026-01-26,80,Sí,Referido
C0551,36,7,1620000.0,Buenos Aires,Senior,Universitaria,2026-08-05,71,No,Referido
C0552,20,5,,Mendoza,Senior,Universitaria,2026-06-03,71,Sí,Referido
C0553,35,,1620000.0,Buenos Aires,Senior,Terciaria,2026-06-03,78,No,LinkedIn
C0554,32,4,1010000.0,Buenos Aires,Semi Senior,Terciaria,2026-06-23,69,No,LinkedIn
C0555,29,2,1140000.0,Mendoza,SSr,Bootcamp,2026-04-02,92,Sí,Portal empleo
C0556,29,4,1170000.0,Buenos Aires,Semi Senior,Terciaria,2026-06-26,,No,Portal empleo
C0557,31,0,830000,Córdoba,Junior,Autodidacta,2026-03-23,84,Sí,LinkedIn
C0558,35,4,1170000.0,Córdoba,Semi Senior,Universitaria,12-08-2026,58,Sí,Referido
C0559,25,1,840.000,Rosario,Junior,Universitaria,2026-06-30,71,Sí,LinkedIn
C0560,30,1,890000.0,Buenos Aires,Junior,Universitaria,2026-05-11,68,Sí,LinkedIn
C0561,28,5,1790000.0,Rosario,Senior,Universitaria,2026-07-13,58,Sí,LinkedIn
C0562,30,9,2060000.0,Córdoba,Lead,Terciaria,2026-08-13,77,Sí,Universidad
C0563,31,7,1.450.000,Córdoba,Senior,Terciaria,2026-02-11,64,No,LinkedIn
C0564,30,0,760000.0,Córdoba,Junior,Universitaria,2026-01-19,81,Sí,LinkedIn
C0565,32,1,$ 810.000,Buenos Aires, Junior ,Autodidacta,2026-01-17,57,Sí,LinkedIn
